Age,BusinessTravel,DailyRate,Deparment,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
53,Travel_Rarely,1015,Sales,24,1,107,17120,13696,Laboratory Technician,14,Sales,1,69-3924822,3,Male,2,1,Single,8,Yes,No,23,1,2,80,0,16,0,3,7,9,12,16,Yes
31,Travel_Femalerequently,784,Human Resources,50,1,114,18240,14592,Laboratory Technician,14,Sales,1,37-7060907,1,Male,3,3,Married,0,Yes,No,24,4,1,80,1,0,2,4,21,14,13,0,Yes
28,Travel_Rarely,566,Sales,4,5,123,19680,15744,Sales Executive,16,Medical,1,79-6534970,1,Female,4,1,Single,7,Yes,No,11,1,2,80,2,13,1,3,29,1,11,7,No
49,Non-Travel,905,Research & DevelopMaleent,8,1,59,9440,7552,Laboratory Technician,16,Other,1,70-4065970,2,Male,1,1,Single,4,Yes,No,16,2,3,80,1,12,4,3,24,13,4,14,No
20,Travel_Femalerequently,1068,Human Resources,12,5,64,10240,8192,MaleanuFemaleacturing Director,16,Other,1,45-9333105,3,Male,1,2,Married,3,Yes,No,17,4,4,80,2,28,2,1,19,11,14,5,No
36,Travel_Femalerequently,846,Research & DevelopMaleent,13,5,74,11840,9472,Manager,16,Human Resources,1,15-6915324,2,Male,4,2,Married,5,Yes,No,18,3,1,80,3,20,2,3,33,14,7,16,Yes
20,Non-Travel,857,Human Resources,25,5,126,20160,16128,Research Director,18,Human Resources,1,95-2529062,3,Male,4,3,Single,8,Yes,No,17,3,2,80,2,17,6,1,40,6,0,13,Yes
41,Travel_Rarely,1220,Human Resources,8,4,123,19680,15744,MaleanuFemaleacturing Director,14,Technical Degree,1,70-4536906,2,Male,1,4,Single,2,Yes,No,19,4,1,80,2,7,4,1,26,13,4,11,No
46,Non-Travel,752,Sales,24,4,96,15360,12288,Healthcare Representative,16,Medical,1,18-8565690,4,Female,4,2,Married,5,Yes,No,16,4,2,80,3,16,1,1,10,4,6,0,Yes
23,Non-Travel,1021,Research & DevelopMaleent,20,3,104,16640,13312,Research Scientist,20,Medical,1,24-1162810,1,Male,3,4,Married,3,Yes,No,20,3,4,80,1,37,5,3,28,9,5,10,No
27,Travel_Rarely,151,Research & DevelopMaleent,2,1,140,22400,17920,Laboratory Technician,18,Other,1,60-3103863,1,Female,4,4,Single,0,Yes,No,25,3,3,80,0,0,3,4,10,4,11,15,No
44,Travel_Rarely,561,Research & DevelopMaleent,50,3,138,22080,17664,Manager,16,Other,1,99-9128313,3,Female,3,3,Married,2,Yes,No,10,2,1,80,2,24,4,3,26,0,15,17,No
56,Travel_Rarely,1494,Human Resources,13,4,86,13760,11008,Human Resources,16,Other,1,87-9294346,4,Male,2,3,Married,3,Yes,No,20,4,1,80,2,0,0,1,15,19,14,2,No
34,Non-Travel,701,Sales,33,2,60,9600,7680,Sales Representative,14,Human Resources,1,00-7188682,1,Female,4,3,Married,5,Yes,No,12,2,3,80,1,32,5,1,22,14,4,7,Yes
19,Non-Travel,1371,Research & DevelopMaleent,41,1,129,20640,16512,Laboratory Technician,16,Life Sciences,1,53-2378502,3,Female,4,2,Married,3,Yes,No,11,4,4,80,1,2,4,1,27,2,0,12,No
44,Travel_Rarely,670,Research & DevelopMaleent,23,1,42,6720,5376,Human Resources,12,Life Sciences,1,46-4200878,2,Female,2,2,Single,5,Yes,No,14,2,2,80,1,9,3,3,21,2,2,5,Yes
22,Travel_Rarely,1426,Research & DevelopMaleent,32,1,52,8320,6656,Sales Representative,16,Other,1,49-7642266,1,Male,4,2,Single,6,Yes,No,10,4,3,80,1,8,3,4,6,13,5,2,No
39,Non-Travel,1416,Human Resources,30,1,47,7520,6016,Healthcare Representative,16,Human Resources,1,67-7663888,4,Female,2,1,Married,7,Yes,No,11,2,2,80,0,15,0,2,9,6,4,5,No
48,Travel_Femalerequently,832,Human Resources,16,2,131,20960,16768,Sales Executive,16,Human Resources,1,19-0954461,4,Female,4,3,Married,7,Yes,No,11,4,3,80,0,15,3,2,10,10,10,10,No
34,Travel_Rarely,634,Sales,10,2,82,13120,10496,Sales Representative,14,Human Resources,1,38-9160736,4,Female,3,1,Single,1,Yes,No,11,2,3,80,1,23,2,3,39,10,2,1,No
55,Non-Travel,738,Sales,27,3,61,9760,7808,Research Scientist,20,Other,1,51-7156417,3,Female,4,4,Married,7,Yes,No,17,2,1,80,2,4,6,4,29,7,12,6,No
22,Travel_Rarely,924,Sales,39,2,139,22240,17792,Manager,16,Technical Degree,1,84-9721279,2,Female,4,4,Single,1,Yes,No,21,1,3,80,0,22,3,2,28,16,0,2,No
56,Non-Travel,297,Human Resources,29,5,67,10720,8576,Human Resources,16,Sales,1,28-8708613,1,Male,3,3,Single,1,Yes,No,14,4,3,80,3,12,3,3,2,6,0,3,No
55,Travel_Rarely,1475,Sales,18,5,134,21440,17152,Research Director,20,Medical,1,60-7550423,1,Female,3,4,Married,5,Yes,No,22,2,1,80,2,13,3,3,5,3,10,17,Yes
25,Non-Travel,1059,Sales,7,1,87,13920,11136,Laboratory Technician,14,Medical,1,92-3583061,3,Female,2,4,Married,0,Yes,No,14,2,4,80,0,12,0,4,32,14,2,3,No
29,Travel_Rarely,1438,Sales,17,5,71,11360,9088,Sales Executive,16,Human Resources,1,58-8468816,4,Female,4,4,Single,3,Yes,No,22,1,4,80,2,5,6,3,34,12,5,6,No
54,Travel_Rarely,945,Sales,25,4,102,16320,13056,MaleanuFemaleacturing Director,16,Other,1,49-6736582,2,Female,3,4,Married,8,Yes,No,25,2,3,80,2,29,4,1,20,15,5,7,No
44,Non-Travel,1434,Human Resources,19,5,42,6720,5376,Research Director,18,Human Resources,1,28-3239485,2,Male,3,2,Married,5,Yes,No,12,4,4,80,3,32,3,1,7,4,1,9,No
31,Travel_Femalerequently,1045,Research & DevelopMaleent,3,3,64,10240,8192,Healthcare Representative,14,Sales,1,52-2589534,3,Male,1,3,Married,8,Yes,No,21,1,3,80,1,0,2,2,15,6,4,14,No
44,Non-Travel,1262,Sales,41,5,145,23200,18560,Research Director,20,Life Sciences,1,93-5733831,3,Male,2,4,Single,1,Yes,No,22,3,4,80,3,5,1,4,32,20,9,15,No
56,Non-Travel,510,Research & DevelopMaleent,7,4,93,14880,11904,Manager,14,Life Sciences,1,90-5208096,2,Male,2,4,Married,8,Yes,No,15,2,1,80,3,40,0,1,32,11,1,13,No
27,Travel_Femalerequently,1278,Sales,50,3,103,16480,13184,Sales Executive,16,Technical Degree,1,91-2361777,3,Male,2,2,Single,6,Yes,No,25,3,3,80,2,24,1,2,7,12,14,8,Yes
42,Travel_Femalerequently,1285,Human Resources,30,3,105,16800,13440,Sales Executive,18,Human Resources,1,83-5182774,1,Female,1,1,Single,0,Yes,No,10,3,4,80,1,15,3,4,1,11,14,12,No
31,Non-Travel,182,Sales,40,4,31,4960,3968,Healthcare Representative,12,Life Sciences,1,85-2406130,2,Male,2,1,Single,8,Yes,No,10,4,3,80,2,11,2,2,3,8,3,2,Yes
43,Non-Travel,1100,Research & DevelopMaleent,3,3,102,16320,13056,Sales Executive,14,Sales,1,27-2468376,3,Male,2,3,Married,7,Yes,No,12,2,2,80,1,34,4,4,33,12,11,3,Yes
44,Non-Travel,594,Sales,24,1,75,12000,9600,Human Resources,14,Technical Degree,1,96-9330775,1,Male,3,3,Single,2,Yes,No,10,2,3,80,1,18,6,3,26,19,11,9,No
30,Non-Travel,627,Research & DevelopMaleent,33,4,92,14720,11776,Sales Representative,16,Life Sciences,1,27-0120201,2,Male,3,1,Single,1,Yes,No,15,3,4,80,3,25,3,4,40,20,10,11,No
60,Non-Travel,670,Research & DevelopMaleent,35,1,118,18880,15104,Sales Representative,14,Medical,1,58-5271962,2,Male,1,2,Single,2,Yes,No,22,4,4,80,0,24,0,4,31,8,2,9,Yes
18,Travel_Femalerequently,1430,Research & DevelopMaleent,37,2,103,16480,13184,Sales Executive,16,Technical Degree,1,89-0750663,4,Male,3,2,Single,5,Yes,No,21,1,3,80,1,22,3,2,27,7,14,9,Yes
23,Travel_Rarely,137,Research & DevelopMaleent,16,3,129,20640,16512,Manager,18,Medical,1,03-0634924,4,Male,2,2,Married,1,Yes,No,21,3,4,80,1,28,1,1,24,19,5,3,Yes
35,Non-Travel,934,Human Resources,50,5,52,8320,6656,Research Director,20,Other,1,73-2958001,3,Female,4,4,Single,0,Yes,No,17,4,2,80,3,22,1,4,27,1,9,16,Yes
55,Non-Travel,877,Sales,4,4,34,5440,4352,Sales Representative,16,Technical Degree,1,15-4986107,1,Male,4,2,Single,1,Yes,No,22,2,4,80,2,5,0,2,28,1,11,5,No
34,Travel_Femalerequently,737,Sales,32,4,52,8320,6656,Manager,16,Sales,1,80-5673615,4,Female,1,4,Single,0,Yes,No,11,2,1,80,3,12,5,3,30,1,2,0,No
34,Travel_Rarely,152,Sales,38,2,70,11200,8960,Healthcare Representative,12,Medical,1,66-0901758,1,Female,3,1,Single,6,Yes,No,22,3,3,80,0,22,0,1,4,20,15,2,Yes
25,Travel_Femalerequently,1466,Human Resources,2,1,77,12320,9856,Laboratory Technician,18,Life Sciences,1,45-1678495,3,Male,4,2,Single,6,Yes,No,23,3,4,80,1,40,2,2,2,2,12,6,Yes
20,Travel_Rarely,1265,Sales,41,4,135,21600,17280,MaleanuFemaleacturing Director,16,Other,1,42-5149269,1,Male,1,3,Single,3,Yes,No,15,3,3,80,2,1,5,3,5,5,6,10,No
38,Travel_Rarely,797,Sales,49,3,49,7840,6272,Laboratory Technician,14,Technical Degree,1,99-0882644,1,Male,3,1,Married,6,Yes,No,10,3,4,80,1,19,3,3,2,7,11,1,No
49,Travel_Rarely,1235,Research & DevelopMaleent,37,3,99,15840,12672,Laboratory Technician,18,Other,1,17-5492474,1,Male,4,4,Single,1,Yes,No,21,3,1,80,1,23,4,2,9,13,8,7,No
55,Travel_Rarely,759,Sales,36,5,90,14400,11520,Sales Executive,16,Other,1,16-8715802,2,Male,1,3,Single,2,Yes,No,17,4,3,80,2,23,0,3,31,11,10,1,Yes
21,Travel_Femalerequently,1175,Research & DevelopMaleent,9,4,73,11680,9344,Laboratory Technician,16,Life Sciences,1,90-9970736,4,Male,4,2,Married,1,Yes,No,17,3,4,80,3,38,2,3,1,12,12,15,No
51,Travel_Femalerequently,1256,Human Resources,16,3,60,9600,7680,Manager,18,Life Sciences,1,97-3369633,3,Male,3,2,Married,8,Yes,No,15,3,2,80,2,32,2,2,13,1,2,10,No
29,Travel_Rarely,1257,Research & DevelopMaleent,43,3,134,21440,17152,Sales Executive,18,Life Sciences,1,39-9370425,4,Male,4,4,Single,6,Yes,No,12,2,1,80,1,23,4,2,34,9,2,3,Yes
29,Non-Travel,910,Research & DevelopMaleent,11,4,54,8640,6912,Laboratory Technician,18,Medical,1,76-1131892,1,Male,4,4,Married,6,Yes,No,13,4,4,80,2,22,6,3,36,19,8,16,Yes
60,Non-Travel,140,Sales,24,2,60,9600,7680,Research Director,16,Medical,1,98-4435543,1,Male,3,1,Single,1,Yes,No,21,4,1,80,1,31,2,4,29,5,11,7,No
21,Non-Travel,126,Research & DevelopMaleent,33,2,38,6080,4864,Laboratory Technician,16,Human Resources,1,63-7988484,3,Female,3,4,Single,0,Yes,No,13,2,3,80,1,17,5,3,1,1,2,14,No
60,Non-Travel,239,Sales,11,4,56,8960,7168,Sales Representative,12,Medical,1,14-2028807,1,Female,1,2,Married,2,Yes,No,15,3,3,80,3,0,5,2,8,8,4,17,Yes
22,Travel_Rarely,1468,Human Resources,29,3,65,10400,8320,Laboratory Technician,14,Technical Degree,1,77-1949582,1,Male,1,2,Married,1,Yes,No,17,3,1,80,2,20,3,1,6,7,2,10,Yes
26,Travel_Rarely,1288,Human Resources,50,5,118,18880,15104,Human Resources,14,Life Sciences,1,47-7959719,1,Male,1,3,Married,8,Yes,No,13,3,3,80,2,26,1,3,24,10,7,7,Yes
25,Travel_Femalerequently,1357,Human Resources,31,5,125,20000,16000,Research Director,18,Human Resources,1,95-5367454,4,Female,2,3,Single,7,Yes,No,14,1,2,80,2,21,0,1,38,12,12,17,No
29,Non-Travel,1387,Human Resources,17,2,35,5600,4480,Healthcare Representative,16,Sales,1,81-1280678,2,Female,3,2,Single,6,Yes,No,24,2,3,80,1,8,4,2,1,8,14,15,No
48,Travel_Rarely,117,Research & DevelopMaleent,39,3,99,15840,12672,Research Scientist,20,Life Sciences,1,09-3690872,2,Male,1,1,Married,1,Yes,No,23,4,2,80,1,27,0,2,27,17,14,10,Yes
36,Travel_Femalerequently,128,Human Resources,2,1,123,19680,15744,Human Resources,14,Human Resources,1,23-1192210,3,Male,2,4,Single,7,Yes,No,10,3,4,80,0,15,2,2,6,15,3,3,No
22,Travel_Femalerequently,233,Human Resources,31,5,31,4960,3968,Research Director,20,Technical Degree,1,13-1350251,3,Female,3,1,Single,3,Yes,No,18,2,4,80,3,17,0,1,3,19,14,3,Yes
28,Travel_Rarely,266,Research & DevelopMaleent,30,3,63,10080,8064,Laboratory Technician,16,Human Resources,1,45-5452641,1,Male,2,4,Single,4,Yes,No,17,2,4,80,1,14,5,4,36,5,11,4,Yes
49,Non-Travel,834,Research & DevelopMaleent,35,3,119,19040,15232,Sales Executive,16,Technical Degree,1,76-7314520,3,Female,4,2,Married,6,Yes,No,17,3,4,80,2,13,5,4,32,20,10,8,No
35,Non-Travel,409,Human Resources,4,5,86,13760,11008,MaleanuFemaleacturing Director,16,Life Sciences,1,61-9282150,1,Male,1,1,Single,4,Yes,No,18,3,4,80,2,37,0,1,5,11,8,0,No
55,Non-Travel,521,Sales,14,5,35,5600,4480,Sales Executive,18,Other,1,60-9144194,4,Male,1,2,Single,5,Yes,No,22,3,1,80,3,19,2,3,3,3,13,16,Yes
54,Travel_Femalerequently,1452,Human Resources,28,5,148,23680,18944,Manager,18,Technical Degree,1,61-2621500,4,Female,1,3,Married,4,Yes,No,17,2,3,80,2,32,1,3,36,3,13,16,No
26,Travel_Rarely,773,Research & DevelopMaleent,1,4,37,5920,4736,Sales Representative,16,Human Resources,1,60-5618352,2,Male,2,2,Single,7,Yes,No,12,3,2,80,2,28,2,2,1,7,8,7,Yes
56,Non-Travel,428,Human Resources,35,3,63,10080,8064,Laboratory Technician,16,Technical Degree,1,29-2828717,4,Female,3,3,Married,3,Yes,No,16,4,4,80,1,25,2,1,17,2,4,9,No
31,Travel_Rarely,385,Research & DevelopMaleent,12,3,128,20480,16384,Sales Executive,16,Medical,1,84-3442806,2,Female,2,4,Single,3,Yes,No,11,4,3,80,2,16,4,2,36,14,10,5,Yes
23,Travel_Femalerequently,263,Sales,12,5,75,12000,9600,Research Scientist,20,Other,1,59-1576570,4,Male,4,3,Single,2,Yes,No,18,4,4,80,3,24,6,2,15,9,13,16,No
30,Non-Travel,221,Human Resources,28,4,48,7680,6144,Sales Representative,14,Medical,1,47-2132799,4,Male,2,3,Single,0,Yes,No,21,3,4,80,2,22,4,3,17,19,1,7,No
47,Travel_Femalerequently,153,Human Resources,3,3,124,19840,15872,Research Director,20,Life Sciences,1,04-1231231,2,Female,3,1,Single,7,Yes,No,25,4,3,80,1,16,1,2,22,11,8,11,Yes
53,Non-Travel,1204,Research & DevelopMaleent,7,5,120,19200,15360,Manager,14,Technical Degree,1,88-7046184,2,Female,1,4,Single,3,Yes,No,11,2,4,80,2,38,0,2,25,17,5,11,No
34,Travel_Femalerequently,520,Human Resources,3,5,107,17120,13696,Sales Executive,16,Other,1,89-0069752,4,Female,1,1,Single,7,Yes,No,20,2,2,80,2,31,5,4,16,12,10,7,Yes
19,Non-Travel,973,Research & DevelopMaleent,33,5,39,6240,4992,Sales Executive,14,Human Resources,1,08-8276844,1,Female,3,4,Single,4,Yes,No,10,1,2,80,3,26,3,4,24,7,12,13,No
40,Travel_Rarely,1488,Research & DevelopMaleent,15,4,85,13600,10880,Healthcare Representative,14,Human Resources,1,98-9942242,2,Male,4,2,Married,5,Yes,No,21,4,3,80,2,11,4,4,22,10,9,15,No
31,Travel_Femalerequently,325,Sales,28,2,55,8800,7040,Sales Representative,14,Medical,1,12-2754627,3,Male,4,3,Single,5,Yes,No,11,3,3,80,0,21,4,1,4,1,2,13,No
39,Travel_Rarely,1029,Human Resources,14,4,56,8960,7168,Laboratory Technician,16,Human Resources,1,38-8275317,2,Male,2,1,Single,7,Yes,No,10,3,3,80,2,1,4,2,3,15,0,8,No
45,Travel_Rarely,1288,Research & DevelopMaleent,25,1,127,20320,16256,Healthcare Representative,12,Life Sciences,1,27-2496672,3,Female,2,3,Single,5,Yes,No,13,3,3,80,0,30,4,3,30,19,7,7,Yes
50,Non-Travel,1363,Human Resources,3,3,76,12160,9728,Sales Representative,16,Other,1,61-7927229,1,Male,2,4,Married,4,Yes,No,14,4,3,80,1,20,2,1,36,5,8,5,No
24,Non-Travel,681,Sales,33,2,133,21280,17024,MaleanuFemaleacturing Director,14,Medical,1,69-7519944,4,Male,4,2,Married,6,Yes,No,13,4,4,80,0,38,1,2,10,8,14,16,No
39,Non-Travel,304,Human Resources,41,1,146,23360,18688,Laboratory Technician,16,Human Resources,1,86-4651814,1,Female,1,4,Single,0,Yes,No,14,1,3,80,0,8,0,1,7,6,3,9,Yes
38,Non-Travel,982,Human Resources,3,5,62,9920,7936,Sales Executive,18,Sales,1,79-5598225,1,Male,2,1,Married,6,Yes,No,10,1,2,80,2,15,1,4,16,10,13,2,No
23,Travel_Femalerequently,929,Research & DevelopMaleent,50,5,147,23520,18816,Research Director,20,Life Sciences,1,18-7279108,3,Male,2,3,Married,0,Yes,No,15,1,1,80,2,19,3,2,1,11,15,15,Yes
55,Non-Travel,1255,Research & DevelopMaleent,42,3,52,8320,6656,Sales Representative,16,Technical Degree,1,55-8958989,2,Male,2,2,Married,3,Yes,No,20,1,3,80,1,33,3,2,37,16,7,14,Yes
43,Travel_Rarely,575,Research & DevelopMaleent,4,3,110,17600,14080,Research Scientist,20,Human Resources,1,74-8125752,4,Female,2,4,Single,5,Yes,No,25,4,2,80,2,2,3,2,22,12,0,5,Yes
25,Travel_Rarely,116,Research & DevelopMaleent,36,5,118,18880,15104,Research Director,20,Medical,1,14-5290236,4,Female,3,3,Married,7,Yes,No,21,3,3,80,2,39,3,4,23,10,13,15,No
50,Travel_Femalerequently,649,Human Resources,50,3,99,15840,12672,Laboratory Technician,16,Technical Degree,1,45-3680237,4,Male,2,3,Single,6,Yes,No,12,4,3,80,2,36,5,1,25,11,2,8,Yes
25,Non-Travel,1331,Sales,33,3,132,21120,16896,Research Scientist,18,Medical,1,86-4264416,1,Male,1,1,Married,8,Yes,No,17,2,2,80,1,16,0,2,38,0,6,1,No
50,Travel_Rarely,1213,Human Resources,24,2,110,17600,14080,MaleanuFemaleacturing Director,16,Technical Degree,1,97-6228251,1,Male,2,4,Single,7,Yes,No,23,2,2,80,1,33,0,1,36,11,14,17,Yes
20,Non-Travel,848,Human Resources,13,4,134,21440,17152,Research Director,16,Life Sciences,1,26-6349422,4,Male,2,3,Single,3,Yes,No,22,3,4,80,2,16,1,4,32,16,2,1,Yes
55,Non-Travel,1495,Sales,1,2,116,18560,14848,MaleanuFemaleacturing Director,16,Life Sciences,1,97-9547453,3,Male,1,2,Single,6,Yes,No,17,2,1,80,0,17,0,1,15,12,11,8,Yes
36,Travel_Rarely,238,Research & DevelopMaleent,41,1,76,12160,9728,Sales Representative,16,Medical,1,48-9585217,1,Female,2,2,Married,5,Yes,No,17,4,2,80,0,36,1,2,28,3,10,13,Yes
53,Travel_Rarely,819,Sales,28,5,32,5120,4096,Sales Executive,16,Life Sciences,1,02-9021179,1,Male,3,2,Married,2,Yes,No,22,2,3,80,2,15,4,4,5,19,4,15,No
52,Travel_Femalerequently,555,Research & DevelopMaleent,12,3,126,20160,16128,MaleanuFemaleacturing Director,16,Human Resources,1,54-4828252,4,Male,4,4,Married,2,Yes,No,10,3,4,80,2,17,1,3,17,17,8,15,No
19,Travel_Rarely,699,Research & DevelopMaleent,34,1,57,9120,7296,Healthcare Representative,12,Technical Degree,1,20-4055386,2,Female,3,4,Married,4,Yes,No,21,2,1,80,1,20,6,4,13,5,7,14,Yes
24,Travel_Femalerequently,1389,Human Resources,36,5,83,13280,10624,Research Director,16,Sales,1,43-5604871,2,Male,1,2,Married,1,Yes,No,12,4,3,80,3,27,3,3,22,13,0,6,No
58,Non-Travel,753,Sales,41,3,86,13760,11008,Manager,18,Human Resources,1,36-8022465,4,Female,2,3,Single,5,Yes,No,15,2,2,80,1,0,6,4,19,19,9,0,No
59,Travel_Rarely,172,Research & DevelopMaleent,11,2,135,21600,17280,Sales Executive,16,Technical Degree,1,10-5720402,2,Male,4,2,Single,5,Yes,No,17,3,3,80,1,12,2,3,25,4,15,13,No
53,Non-Travel,598,Human Resources,32,1,132,21120,16896,Sales Representative,16,Human Resources,1,65-3971574,2,Female,3,2,Married,6,Yes,No,17,2,1,80,0,28,2,3,16,14,5,8,No
49,Travel_Femalerequently,428,Human Resources,19,4,112,17920,14336,Sales Executive,16,Sales,1,25-5147555,3,Female,4,3,Married,8,Yes,No,12,3,1,80,3,34,6,3,16,9,14,9,Yes
29,Travel_Femalerequently,882,Sales,16,1,91,14560,11648,Sales Representative,12,Sales,1,85-8383620,4,Male,4,3,Single,3,Yes,No,10,4,3,80,0,21,5,3,19,13,13,14,No
35,Travel_Rarely,1297,Human Resources,31,4,113,18080,14464,Research Director,16,Life Sciences,1,14-1731959,3,Male,1,2,Single,4,Yes,No,21,4,3,80,2,34,5,1,35,2,14,17,Yes
21,Travel_Femalerequently,112,Research & DevelopMaleent,29,4,54,8640,6912,Laboratory Technician,18,Technical Degree,1,16-3267882,1,Female,4,4,Married,6,Yes,No,11,1,3,80,3,7,1,1,16,3,8,17,No
49,Travel_Rarely,318,Research & DevelopMaleent,26,4,56,8960,7168,Laboratory Technician,16,Medical,1,71-5513443,4,Male,2,2,Single,2,Yes,No,18,3,4,80,2,10,3,4,0,10,1,2,No
25,Travel_Rarely,305,Sales,28,3,52,8320,6656,Laboratory Technician,16,Technical Degree,1,50-3521210,2,Female,2,4,Married,5,Yes,No,11,2,3,80,2,31,2,2,12,19,6,6,Yes
38,Non-Travel,707,Research & DevelopMaleent,4,4,115,18400,14720,Research Director,16,Technical Degree,1,38-3534900,4,Female,3,2,Single,7,Yes,No,17,3,3,80,3,34,1,1,7,9,13,12,Yes
46,Non-Travel,532,Research & DevelopMaleent,24,1,41,6560,5248,Laboratory Technician,16,Human Resources,1,34-4414326,2,Male,4,4,Married,7,Yes,No,23,3,3,80,0,6,5,1,36,7,5,8,No
22,Travel_Rarely,515,Human Resources,48,2,60,9600,7680,Research Director,18,Human Resources,1,64-4879513,4,Female,3,2,Married,3,Yes,No,15,3,2,80,0,1,6,1,22,20,10,12,No
35,Travel_Femalerequently,446,Sales,38,2,106,16960,13568,Sales Executive,14,Sales,1,89-6586298,3,Female,2,1,Married,2,Yes,No,19,3,2,80,1,10,2,1,10,20,6,10,No
59,Non-Travel,1347,Sales,39,3,89,14240,11392,Manager,16,Life Sciences,1,92-5989589,3,Female,3,4,Single,7,Yes,No,18,3,3,80,2,11,3,2,24,18,7,2,Yes
36,Non-Travel,873,Sales,7,2,103,16480,13184,MaleanuFemaleacturing Director,14,Human Resources,1,85-0932932,4,Male,1,4,Single,7,Yes,No,16,3,1,80,1,1,3,4,22,10,13,7,Yes
19,Travel_Rarely,689,Human Resources,43,2,45,7200,5760,Sales Representative,16,Other,1,73-3850097,4,Male,2,2,Married,6,Yes,No,16,2,3,80,0,16,0,4,33,11,14,1,Yes
38,Travel_Rarely,1246,Human Resources,5,2,54,8640,6912,MaleanuFemaleacturing Director,16,Medical,1,66-7771367,1,Male,1,4,Single,8,Yes,No,21,3,3,80,1,39,0,1,21,19,12,4,No
54,Travel_Femalerequently,616,Research & DevelopMaleent,29,5,99,15840,12672,MaleanuFemaleacturing Director,16,Medical,1,75-3624607,4,Male,2,4,Married,2,Yes,No,14,2,1,80,3,17,1,1,35,18,11,7,Yes
33,Non-Travel,779,Research & DevelopMaleent,18,2,55,8800,7040,Healthcare Representative,14,Other,1,85-4823638,1,Male,4,3,Married,2,Yes,No,11,4,4,80,0,14,1,4,0,8,15,9,No
18,Travel_Rarely,673,Human Resources,19,4,111,17760,14208,Research Scientist,20,Human Resources,1,45-5958670,3,Male,2,1,Married,1,Yes,No,17,1,4,80,3,3,5,1,10,15,6,2,No
45,Non-Travel,1154,Research & DevelopMaleent,41,2,136,21760,17408,Manager,14,Technical Degree,1,71-3663870,2,Female,4,2,Married,6,Yes,No,18,3,4,80,0,14,2,2,38,0,13,2,Yes
53,Travel_Femalerequently,1052,Research & DevelopMaleent,30,5,144,23040,18432,MaleanuFemaleacturing Director,16,Technical Degree,1,70-3546078,2,Male,4,1,Married,1,Yes,No,24,2,4,80,2,16,0,3,18,9,7,11,No
22,Non-Travel,1329,Sales,20,5,138,22080,17664,Manager,16,Sales,1,33-7070160,4,Female,4,3,Single,2,Yes,No,10,2,2,80,2,27,0,4,0,20,13,9,Yes
52,Travel_Rarely,1196,Human Resources,49,3,58,9280,7424,Research Director,16,Other,1,82-8786897,3,Female,2,2,Single,3,Yes,No,14,4,4,80,2,6,3,4,23,6,10,13,No
19,Non-Travel,1254,Research & DevelopMaleent,39,3,75,12000,9600,Manager,16,Other,1,58-9471491,3,Male,1,1,Single,8,Yes,No,24,1,1,80,2,29,6,3,5,13,8,13,Yes
31,Travel_Rarely,844,Research & DevelopMaleent,36,3,49,7840,6272,Laboratory Technician,18,Technical Degree,1,46-1611389,2,Male,4,2,Single,7,Yes,No,25,2,3,80,2,13,2,3,11,3,9,5,No
42,Non-Travel,1069,Human Resources,16,4,60,9600,7680,Healthcare Representative,14,Technical Degree,1,76-2411917,1,Male,2,4,Married,6,Yes,No,25,2,3,80,2,11,0,4,13,9,2,9,Yes
47,Non-Travel,274,Human Resources,25,5,122,19520,15616,Manager,18,Technical Degree,1,33-5904183,4,Female,3,2,Married,7,Yes,No,15,2,1,80,2,34,1,2,3,13,10,15,No
49,Travel_Rarely,1486,Human Resources,18,4,98,15680,12544,Research Director,18,Other,1,23-2174670,3,Male,3,1,Single,1,Yes,No,23,2,4,80,3,13,4,1,0,14,14,6,Yes
35,Travel_Femalerequently,1128,Sales,25,4,150,24000,19200,Research Director,16,Sales,1,99-4843660,2,Male,2,3,Married,6,Yes,No,24,4,4,80,2,4,1,2,19,16,2,15,Yes
29,Travel_Femalerequently,375,Research & DevelopMaleent,4,5,111,17760,14208,Sales Executive,14,Sales,1,11-7032665,4,Male,4,1,Married,1,Yes,No,16,2,2,80,2,33,5,4,4,12,14,9,No
59,Travel_Femalerequently,843,Sales,10,1,127,20320,16256,Sales Representative,12,Technical Degree,1,14-6000688,2,Male,2,2,Married,2,Yes,No,25,1,1,80,1,17,2,2,5,6,8,13,Yes
60,Travel_Rarely,551,Human Resources,36,5,78,12480,9984,Research Scientist,16,Other,1,42-1393922,2,Male,1,2,Single,5,Yes,No,14,2,2,80,3,16,2,4,22,10,9,13,No
21,Non-Travel,1184,Sales,6,3,139,22240,17792,Sales Executive,18,Technical Degree,1,60-9138817,1,Female,3,4,Married,3,Yes,No,11,4,4,80,1,14,1,2,20,7,7,11,Yes
