Age,BusinessTravel,DailyRate,Department,DistanceFemaleroMaleHoMalee,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,Non-Travel,359,Research & DevelopMaleent,37,2,55,8800,7040,Manufacturing Director,16,Other,1,26-6299061,1,Female,4,2,Single,8,Yes,No,23,1,2,80,0,36,3,1,23,15,5,9,No
34,Travel_Femalerequently,556,Human Resources,44,5,54,8640,6912,Research Director,18,Other,1,42-6137591,3,Male,4,4,Single,1,Yes,No,23,1,1,80,2,19,6,3,20,16,2,8,Yes
20,Travel_Rarely,1456,Research & DevelopMaleent,25,2,65,10400,8320,Research Director,20,Life Sciences ,1,13-6767305,1,Male,3,1,Single,4,Yes,No,25,1,1,80,0,32,5,4,18,16,5,15,Yes
45,Travel_Rarely,367,Research & DevelopMaleent,8,3,150,24000,19200,Manager,16,Technical Degree,1,18-4779626,4,Female,2,4,Married,1,Yes,No,14,4,1,80,1,34,6,3,12,16,12,14,Yes
60,Travel_Femalerequently,560,Research & DevelopMaleent,46,2,57,9120,7296,Laboratory Technician,16,Medical,1,84-5472339,4,Male,1,4,Married,6,Yes,No,22,3,3,80,1,5,6,4,27,16,14,7,Yes
49,Non-Travel,308,Human Resources,7,2,60,9600,7680,Manufacturing Director,14,Medical,1,80-3467276,3,Male,4,2,Married,0,Yes,No,10,2,3,80,0,26,4,3,19,8,11,14,Yes
43,Non-Travel,1067,Human Resources,7,2,149,23840,19072,Research Scientist,16,Other,1,12-2440049,1,Male,1,4,Single,2,Yes,No,18,3,4,80,1,4,6,3,36,7,9,15,No
34,Travel_Rarely,924,Sales,26,2,85,13600,10880,Research Director,16,Technical Degree,1,52-4232772,4,Male,3,3,Married,8,Yes,No,14,3,4,80,1,12,2,4,34,1,9,5,No
26,Non-Travel,733,Research & DevelopMaleent,4,4,116,18560,14848,Research Scientist,20,Life Sciences ,1,54-9413885,3,Female,1,4,Married,4,Yes,No,12,1,1,80,2,4,3,4,37,6,15,14,Yes
50,Non-Travel,836,Research & DevelopMaleent,37,3,134,21440,17152,Manufacturing Director,14,Other,1,13-4136289,1,Female,4,3,Single,7,Yes,No,19,4,2,80,2,40,4,2,28,20,10,13,Yes
26,Travel_Femalerequently,687,Research & DevelopMaleent,29,2,38,6080,4864,Healthcare Representative,16,Technical Degree,1,50-7992173,2,Female,1,2,Single,8,Yes,No,21,4,3,80,0,19,1,1,5,6,14,1,Yes
47,Travel_Rarely,792,Research & DevelopMaleent,6,3,76,12160,9728,Manager,16,Medical,1,22-8220443,3,Female,1,3,Single,1,Yes,No,17,1,1,80,2,26,5,4,10,11,6,9,Yes
41,Travel_Femalerequently,471,Human Resources,23,5,136,21760,17408,Manager,14,Technical Degree,1,50-0474910,2,Male,1,4,Married,7,Yes,No,15,3,1,80,2,4,6,3,7,18,6,2,Yes
50,Non-Travel,400,Sales,34,5,93,14880,11904,Manufacturing Director,16,Medical,1,03-2199134,1,Female,1,1,Married,5,Yes,No,22,3,3,80,3,9,6,3,38,14,1,17,No
56,Travel_Rarely,1046,Sales,16,2,101,16160,12928,Sales Executive,16,Medical,1,76-9861200,4,Male,1,4,Single,1,Yes,No,19,4,2,80,0,36,4,4,20,10,9,8,Yes
47,Travel_Femalerequently,265,Research & DevelopMaleent,31,5,33,5280,4224,Manager,14,Life Sciences ,1,68-6579687,4,Male,4,1,Single,4,Yes,No,23,2,3,80,3,5,0,1,6,19,9,10,No
39,Non-Travel,1300,Research & DevelopMaleent,46,1,31,4960,3968,Laboratory Technician,14,Sales,1,77-1708924,4,Male,3,3,Married,7,Yes,No,17,1,3,80,1,40,4,2,36,8,3,6,Yes
23,Travel_Femalerequently,115,Human Resources,27,5,143,22880,18304,Human Resources,14,Human Resources,1,00-2198955,2,Male,1,2,Single,4,Yes,No,18,3,2,80,2,14,3,4,0,9,14,1,Yes
52,Travel_Rarely,1286,Research & DevelopMaleent,31,5,111,17760,14208,Manager,16,Technical Degree,1,89-5763087,4,Female,3,4,Single,5,Yes,No,18,2,1,80,2,3,3,2,9,2,12,13,Yes
24,Non-Travel,462,Human Resources,31,2,145,23200,18560,Sales Executive,14,Human Resources,1,74-5953422,4,Female,3,1,Married,1,Yes,No,19,3,2,80,0,24,5,1,2,2,5,16,Yes
18,Travel_Rarely,572,Sales,44,4,75,12000,9600,Manager,16,Human Resources,1,38-2042288,4,Male,3,3,Married,0,Yes,No,14,3,4,80,3,31,1,4,26,1,3,13,No
52,Travel_Femalerequently,528,Sales,38,3,82,13120,10496,Healthcare Representative,12,Technical Degree,1,94-3209782,2,Female,3,1,Married,6,Yes,No,20,3,4,80,2,31,1,3,34,15,7,12,No
45,Travel_Femalerequently,1077,Sales,14,4,53,8480,6784,Manufacturing Director,16,Sales,1,94-9154628,1,Male,2,1,Married,1,Yes,No,14,2,4,80,2,22,4,2,29,13,10,0,No
34,Non-Travel,1441,Research & DevelopMaleent,16,1,100,16000,12800,Human Resources,14,Other,1,39-0823934,3,Female,2,4,Married,1,Yes,No,12,2,4,80,1,38,3,4,30,10,11,16,No
51,Travel_Femalerequently,212,Human Resources,26,4,66,10560,8448,Research Director,20,Medical,1,17-7288763,4,Male,2,2,Married,1,Yes,No,25,3,4,80,2,21,6,1,25,15,13,12,No
39,Travel_Rarely,1471,Sales,4,5,55,8800,7040,Human Resources,14,Technical Degree,1,27-9104174,2,Female,2,1,Single,1,Yes,No,21,3,4,80,3,33,4,2,35,14,12,10,No
29,Travel_Femalerequently,1005,Human Resources,15,4,62,9920,7936,Human Resources,12,Human Resources,1,24-8703248,3,Male,1,4,Single,6,Yes,No,12,1,1,80,2,33,0,2,6,16,7,13,Yes
38,Travel_Rarely,167,Sales,36,5,149,23840,19072,Human Resources,14,Other,1,74-3754652,2,Male,3,4,Single,0,Yes,No,10,3,4,80,2,13,4,3,38,8,0,8,No
24,Travel_Rarely,740,Research & DevelopMaleent,12,1,112,17920,14336,Healthcare Representative,14,Human Resources,1,52-0679582,2,Male,3,3,Married,3,Yes,No,16,2,2,80,0,21,2,1,11,9,10,10,Yes
24,Travel_Rarely,714,Research & DevelopMaleent,28,5,120,19200,15360,Research Director,20,Human Resources,1,41-0600396,1,Male,1,4,Married,7,Yes,No,13,3,4,80,3,33,2,3,3,11,14,1,No
40,Non-Travel,515,Sales,42,2,118,18880,15104,Research Scientist,20,Technical Degree,1,92-0095975,2,Male,1,3,Single,6,Yes,No,13,4,4,80,0,26,0,2,26,11,5,6,No
21,Travel_Femalerequently,928,Human Resources,37,3,42,6720,5376,Laboratory Technician,16,Sales,1,82-1263586,1,Female,2,1,Single,3,Yes,No,18,3,4,80,2,16,0,3,14,9,12,9,No
37,Non-Travel,311,Human Resources,41,3,142,22720,18176,Research Director,16,Life Sciences ,1,74-5878332,1,Male,3,3,Married,3,Yes,No,24,3,1,80,2,15,3,2,35,11,0,15,Yes
31,Travel_Femalerequently,1059,Human Resources,41,1,109,17440,13952,Sales Representative,12,Medical,1,95-9156540,3,Female,1,1,Single,5,Yes,No,18,2,4,80,0,25,0,2,37,0,2,1,No
31,Non-Travel,756,Research & DevelopMaleent,13,1,65,10400,8320,Laboratory Technician,16,Sales,1,44-0727455,3,Male,4,3,Married,0,Yes,No,19,3,3,80,0,39,5,4,38,8,13,0,Yes
27,Non-Travel,645,Sales,41,4,86,13760,11008,Manager,16,Life Sciences ,1,77-4081907,4,Female,1,3,Single,8,Yes,No,19,1,2,80,2,21,5,3,31,2,10,15,No
21,Travel_Femalerequently,1065,Research & DevelopMaleent,20,5,143,22880,18304,Sales Executive,16,Sales,1,93-4595069,4,Male,1,2,Single,0,Yes,No,24,4,4,80,2,8,0,4,27,2,3,2,No
37,Travel_Rarely,538,Sales,2,3,60,9600,7680,Manager,14,Other,1,32-1525887,3,Male,3,4,Married,1,Yes,No,20,2,2,80,1,32,5,4,37,20,12,2,Yes
57,Non-Travel,193,Research & DevelopMaleent,3,2,63,10080,8064,Manufacturing Director,14,Life Sciences ,1,76-0944457,4,Male,4,4,Married,0,Yes,No,22,3,4,80,0,23,0,2,37,0,3,9,No
32,Travel_Femalerequently,1023,Research & DevelopMaleent,2,1,108,17280,13824,Laboratory Technician,16,Human Resources,1,05-3962590,3,Male,3,3,Married,6,Yes,No,16,3,2,80,1,37,5,2,9,7,6,6,No
31,Travel_Femalerequently,1339,Research & DevelopMaleent,5,5,119,19040,15232,Sales Executive,16,Medical,1,46-2051005,4,Female,2,1,Single,6,Yes,No,18,1,4,80,2,22,1,3,13,12,0,10,No
25,Travel_Rarely,1281,Human Resources,1,4,137,21920,17536,Manufacturing Director,16,Technical Degree,1,98-0181718,2,Female,3,1,Married,1,Yes,No,15,2,2,80,3,35,5,3,29,13,8,0,No
39,Travel_Rarely,1438,Research & DevelopMaleent,22,2,90,14400,11520,Research Scientist,18,Life Sciences ,1,90-1773508,1,Female,2,3,Single,3,Yes,No,25,4,1,80,0,37,6,1,39,11,4,11,Yes
30,Travel_Femalerequently,396,Research & DevelopMaleent,24,3,57,9120,7296,Research Scientist,16,Technical Degree,1,44-4170067,2,Male,3,2,Married,6,Yes,No,10,3,4,80,2,39,5,2,30,0,1,8,No
56,Travel_Femalerequently,1280,Research & DevelopMaleent,45,2,81,12960,10368,Manager,16,Medical,1,45-4455034,1,Male,2,4,Single,1,Yes,No,21,4,1,80,1,29,3,2,2,18,13,13,Yes
40,Travel_Femalerequently,445,Human Resources,48,5,109,17440,13952,Manufacturing Director,16,Life Sciences ,1,68-4297214,2,Male,3,3,Married,6,Yes,No,23,2,3,80,3,23,2,2,13,17,1,10,No
51,Travel_Rarely,1288,Sales,13,3,119,19040,15232,Research Director,18,Technical Degree,1,47-9866574,4,Female,4,1,Single,6,Yes,No,17,1,2,80,2,6,4,3,39,16,13,16,No
48,Travel_Femalerequently,241,Human Resources,27,5,69,11040,8832,Sales Executive,14,Medical,1,81-9606722,2,Male,4,2,Married,8,Yes,No,18,3,1,80,3,0,5,4,6,6,12,15,No
23,Non-Travel,207,Sales,45,4,143,22880,18304,Research Director,16,Medical,1,33-9567327,1,Female,1,4,Single,1,Yes,No,24,4,4,80,3,30,1,2,7,0,10,1,No
55,Travel_Femalerequently,412,Human Resources,49,4,143,22880,18304,Research Director,16,Sales,1,70-4158276,1,Female,1,3,Single,2,Yes,No,16,1,1,80,2,40,6,3,15,19,15,9,Yes
44,Non-Travel,236,Research & DevelopMaleent,37,1,34,5440,4352,Sales Representative,16,Sales,1,98-9455802,4,Male,4,3,Single,8,Yes,No,21,2,1,80,1,0,6,3,9,4,4,7,No
42,Travel_Rarely,491,Human Resources,6,4,58,9280,7424,Research Scientist,20,Life Sciences ,1,55-9752307,1,Female,2,2,Single,1,Yes,No,10,1,2,80,3,8,6,4,1,14,1,16,No
47,Travel_Rarely,848,Research & DevelopMaleent,34,4,49,7840,6272,Sales Representative,18,Medical,1,49-7381482,2,Female,4,4,Single,6,Yes,No,16,4,1,80,3,34,4,1,36,19,4,8,Yes
47,Travel_Rarely,1282,Sales,2,4,144,23040,18432,Research Scientist,20,Other,1,40-9210509,4,Female,1,2,Married,5,Yes,No,12,4,4,80,2,20,2,2,17,10,15,7,No
53,Travel_Femalerequently,1180,Sales,23,3,139,22240,17792,Sales Executive,16,Human Resources,1,26-6262487,3,Male,3,1,Single,2,Yes,No,10,2,3,80,2,10,4,1,25,8,5,1,Yes
29,Travel_Femalerequently,1151,Research & DevelopMaleent,22,2,116,18560,14848,Research Director,20,Life Sciences ,1,63-4053524,2,Female,3,2,Married,5,Yes,No,25,3,4,80,1,38,6,3,25,7,5,8,No
40,Non-Travel,1191,Sales,47,3,87,13920,11136,Research Scientist,20,Medical,1,55-7178211,1,Female,3,4,Married,6,Yes,No,10,2,2,80,1,12,3,3,7,15,7,15,Yes
31,Travel_Rarely,685,Human Resources,11,4,71,11360,9088,Laboratory Technician,14,Human Resources,1,81-0794201,4,Male,2,3,Married,6,Yes,No,13,1,3,80,3,6,3,4,1,2,2,10,Yes
47,Travel_Femalerequently,741,Human Resources,15,5,38,6080,4864,Research Scientist,20,Other,1,18-1093003,4,Female,1,1,Single,8,Yes,No,16,4,4,80,2,10,6,2,21,8,9,11,No
23,Non-Travel,888,Sales,35,1,43,6880,5504,Laboratory Technician,14,Sales,1,38-0882847,3,Female,3,3,Married,7,Yes,No,10,4,2,80,1,6,3,2,5,5,12,7,Yes
41,Non-Travel,1404,Research & DevelopMaleent,41,4,38,6080,4864,Human Resources,12,Life Sciences ,1,59-0291763,1,Female,2,4,Single,4,Yes,No,21,3,4,80,3,16,3,2,32,18,6,11,No
53,Non-Travel,1037,Sales,7,3,71,11360,9088,Sales Executive,14,Sales,1,09-4409863,3,Male,1,4,Married,2,Yes,No,21,3,4,80,1,33,6,4,30,14,14,4,No
35,Non-Travel,1443,Research & DevelopMaleent,35,5,78,12480,9984,Research Director,20,Technical Degree,1,39-5997498,1,Female,4,3,Single,1,Yes,No,16,3,3,80,2,38,2,1,5,17,4,10,Yes
30,Travel_Rarely,924,Human Resources,14,3,70,11200,8960,Sales Representative,14,Other,1,57-1373767,4,Male,4,2,Single,7,Yes,No,14,3,3,80,1,14,2,1,15,0,7,6,No
50,Travel_Femalerequently,764,Research & DevelopMaleent,11,1,86,13760,11008,Human Resources,14,Life Sciences ,1,75-8059190,4,Male,3,2,Single,2,Yes,No,25,4,4,80,1,40,5,3,22,7,7,7,No
32,Non-Travel,1464,Research & DevelopMaleent,26,4,77,12320,9856,Sales Representative,16,Medical,1,91-3939023,4,Female,4,4,Single,6,Yes,No,17,4,1,80,3,20,1,1,2,1,7,13,Yes
38,Travel_Rarely,726,Human Resources,47,2,57,9120,7296,Sales Representative,12,Life Sciences ,1,28-2547212,1,Male,2,1,Married,8,Yes,No,16,3,2,80,1,36,6,4,1,1,2,14,Yes
60,Travel_Femalerequently,1270,Research & DevelopMaleent,31,5,43,6880,5504,Research Scientist,20,Human Resources,1,86-0326903,1,Female,1,1,Married,5,Yes,No,15,1,1,80,3,28,6,3,38,12,9,13,Yes
40,Travel_Rarely,1496,Human Resources,8,4,100,16000,12800,Manufacturing Director,14,Sales,1,86-0197637,2,Female,4,1,Married,2,Yes,No,12,1,4,80,3,0,5,1,4,20,2,9,No
56,Non-Travel,250,Human Resources,6,3,43,6880,5504,Healthcare Representative,16,Medical,1,42-6946591,1,Male,2,2,Married,7,Yes,No,15,3,3,80,1,35,5,2,5,13,2,14,No
42,Travel_Rarely,336,Human Resources,40,4,79,12640,10112,Research Director,20,Technical Degree,1,30-4263718,1,Female,1,4,Single,2,Yes,No,25,3,4,80,3,21,0,2,20,15,8,2,No
38,Non-Travel,783,Research & DevelopMaleent,2,1,111,17760,14208,Sales Representative,16,Human Resources,1,91-1530058,1,Female,4,3,Single,2,Yes,No,23,4,2,80,1,26,5,2,8,9,6,15,Yes
49,Travel_Femalerequently,127,Research & DevelopMaleent,25,5,149,23840,19072,Manufacturing Director,14,Sales,1,20-3904226,2,Male,3,3,Single,4,Yes,No,21,2,2,80,3,37,0,1,20,15,1,16,Yes
20,Non-Travel,570,Research & DevelopMaleent,19,2,144,23040,18432,Sales Executive,14,Technical Degree,1,46-4696165,3,Male,1,2,Married,5,Yes,No,15,4,3,80,1,5,5,1,40,9,10,16,No
56,Travel_Femalerequently,103,Sales,6,3,57,9120,7296,Sales Representative,16,Sales,1,93-0550481,4,Male,1,1,Married,7,Yes,No,13,2,2,80,2,39,6,3,29,18,12,6,Yes
31,Travel_Rarely,1372,Sales,16,3,91,14560,11648,Research Director,18,Technical Degree,1,61-0775936,3,Male,1,1,Married,7,Yes,No,22,2,3,80,1,34,5,4,4,3,4,10,No
54,Travel_Rarely,605,Sales,15,2,47,7520,6016,Human Resources,16,Sales,1,48-6455880,3,Male,3,4,Single,2,Yes,No,20,4,3,80,1,33,0,2,37,0,5,17,No
27,Travel_Rarely,1052,Sales,38,3,125,20000,16000,Research Director,16,Human Resources,1,24-5566239,3,Male,1,4,Married,1,Yes,No,12,3,1,80,2,37,6,4,32,12,13,14,Yes
28,Non-Travel,1019,Sales,30,2,77,12320,9856,Research Scientist,20,Medical,1,91-5040421,2,Female,4,1,Married,0,Yes,No,11,2,3,80,0,4,6,1,39,8,8,12,Yes
60,Travel_Femalerequently,662,Sales,2,5,124,19840,15872,Sales Executive,16,Human Resources,1,07-1572887,3,Male,4,3,Single,7,Yes,No,23,1,1,80,3,39,3,4,0,16,1,7,Yes
31,Travel_Rarely,1328,Sales,18,3,125,20000,16000,Research Director,20,Sales,1,78-7516387,4,Female,2,3,Married,1,Yes,No,16,1,2,80,2,34,2,3,39,9,8,13,Yes
49,Non-Travel,966,Sales,43,3,103,16480,13184,Research Scientist,20,Human Resources,1,93-4883857,1,Male,4,2,Married,0,Yes,No,22,3,4,80,1,40,5,2,16,4,13,0,No
40,Non-Travel,385,Research & DevelopMaleent,20,5,150,24000,19200,Research Director,20,Sales,1,85-8067640,2,Male,4,4,Married,6,Yes,No,17,3,1,80,3,35,3,1,22,16,14,16,No
35,Travel_Rarely,232,Human Resources,49,4,146,23360,18688,Sales Executive,16,Life Sciences ,1,20-6868540,2,Male,1,2,Single,3,Yes,No,13,2,4,80,2,18,5,4,35,9,11,14,No
44,Travel_Femalerequently,303,Sales,12,5,65,10400,8320,Research Director,18,Life Sciences ,1,34-0059139,4,Female,2,2,Married,8,Yes,No,19,4,4,80,2,21,6,3,36,12,3,9,No
26,Travel_Rarely,228,Human Resources,23,2,109,17440,13952,Sales Executive,18,Sales,1,32-8654132,2,Male,4,3,Married,2,Yes,No,21,1,4,80,1,32,5,1,38,15,9,15,No
25,Non-Travel,700,Research & DevelopMaleent,14,5,75,12000,9600,Research Scientist,20,Other,1,43-5183543,3,Female,3,3,Single,1,Yes,No,24,3,3,80,3,35,5,4,1,3,1,10,Yes
28,Travel_Femalerequently,208,Human Resources,30,3,138,22080,17664,Research Director,20,Other,1,41-0170231,3,Male,4,3,Married,1,Yes,No,15,2,2,80,1,28,5,2,6,11,5,14,No
39,Travel_Rarely,482,Human Resources,30,2,77,12320,9856,Sales Representative,14,Medical,1,39-6279963,4,Female,4,4,Single,5,Yes,No,24,1,1,80,0,24,4,4,6,4,2,0,Yes
27,Travel_Rarely,1268,Research & DevelopMaleent,40,4,98,15680,12544,Research Scientist,18,Medical,1,87-0080184,1,Female,4,3,Single,2,Yes,No,12,1,1,80,3,20,1,2,12,7,15,14,No
33,Travel_Rarely,458,Sales,14,2,72,11520,9216,Research Director,16,Sales,1,10-4176878,2,Male,4,3,Single,8,Yes,No,19,3,4,80,1,1,5,4,18,17,14,4,No
40,Non-Travel,808,Human Resources,9,3,95,15200,12160,Sales Executive,14,Human Resources,1,96-8941123,2,Female,3,4,Married,8,Yes,No,15,2,4,80,2,35,1,3,4,8,8,4,No
33,Non-Travel,320,Sales,17,5,87,13920,11136,Research Scientist,18,Sales,1,42-7759956,3,Female,3,3,Single,1,Yes,No,17,4,4,80,2,18,1,1,6,14,10,16,No
23,Travel_Rarely,980,Human Resources,34,2,134,21440,17152,Sales Executive,14,Life Sciences ,1,84-8139619,4,Male,1,1,Single,8,Yes,No,16,1,2,80,1,27,6,4,0,2,15,5,No
38,Non-Travel,1307,Sales,9,2,54,8640,6912,Research Scientist,20,Human Resources,1,60-9205912,4,Female,2,3,Single,1,Yes,No,17,4,1,80,1,29,4,2,25,2,3,9,Yes
42,Travel_Rarely,148,Sales,44,2,40,6400,5120,Healthcare Representative,16,Technical Degree,1,55-8278779,4,Male,3,3,Single,3,Yes,No,13,3,3,80,0,22,0,1,36,16,11,6,No
24,Non-Travel,438,Sales,17,3,134,21440,17152,Manufacturing Director,16,Medical,1,56-4281512,2,Male,3,1,Married,7,Yes,No,13,2,2,80,2,6,2,4,11,13,12,12,Yes
51,Travel_Femalerequently,1197,Human Resources,7,4,35,5600,4480,Healthcare Representative,12,Life Sciences ,1,26-2040008,3,Female,2,1,Married,0,Yes,No,23,2,1,80,3,16,3,3,32,15,8,4,Yes
51,Travel_Femalerequently,518,Sales,3,1,68,10880,8704,Healthcare Representative,12,Sales,1,02-1254620,1,Male,2,3,Single,2,Yes,No,10,2,3,80,0,31,6,2,26,5,9,1,Yes
36,Travel_Rarely,593,Sales,41,1,30,4800,3840,Laboratory Technician,14,Sales,1,11-3344727,2,Female,1,3,Married,5,Yes,No,22,3,4,80,0,24,3,2,1,9,14,6,No
57,Travel_Femalerequently,1144,Sales,17,5,43,6880,5504,Manufacturing Director,16,Sales,1,89-8175472,4,Female,3,4,Married,4,Yes,No,25,1,1,80,2,2,0,3,29,14,11,6,Yes
40,Travel_Femalerequently,292,Research & DevelopMaleent,43,1,141,22560,18048,Laboratory Technician,16,Sales,1,53-3077416,1,Female,3,4,Married,6,Yes,No,22,4,4,80,1,4,4,4,2,3,9,9,No
53,Travel_Rarely,1087,Sales,11,2,111,17760,14208,Sales Executive,14,Life Sciences ,1,29-5649505,1,Female,4,4,Married,5,Yes,No,13,2,1,80,0,31,1,3,38,5,6,16,Yes
29,Travel_Femalerequently,141,Research & DevelopMaleent,20,3,31,4960,3968,Laboratory Technician,16,Technical Degree,1,24-0412181,3,Male,4,2,Single,7,Yes,No,14,1,2,80,1,28,0,2,0,13,11,4,Yes
58,Travel_Rarely,812,Sales,13,1,81,12960,10368,Human Resources,14,Life Sciences ,1,87-9864020,3,Female,2,2,Married,6,Yes,No,23,3,3,80,1,24,6,3,32,16,10,7,Yes
53,Travel_Femalerequently,694,Research & DevelopMaleent,44,5,68,10880,8704,Manager,18,Technical Degree,1,74-8340406,2,Female,1,3,Single,2,Yes,No,10,1,1,80,2,31,6,2,0,14,3,7,Yes
26,Travel_Rarely,1276,Sales,12,2,134,21440,17152,Sales Executive,16,Medical,1,41-1480538,4,Male,3,4,Single,3,Yes,No,11,3,3,80,1,10,4,4,9,12,3,13,Yes
31,Non-Travel,302,Sales,8,1,86,13760,11008,Healthcare Representative,12,Medical,1,79-3630799,2,Male,1,4,Single,0,Yes,No,22,3,3,80,0,22,5,4,20,3,14,11,Yes
27,Travel_Rarely,1001,Research & DevelopMaleent,22,1,67,10720,8576,Healthcare Representative,16,Technical Degree,1,60-4718547,3,Male,1,1,Married,2,Yes,No,12,4,1,80,1,2,5,1,23,5,6,4,Yes
54,Travel_Rarely,689,Research & DevelopMaleent,43,2,85,13600,10880,Research Director,18,Medical,1,23-6376903,1,Female,4,3,Single,3,Yes,No,17,1,2,80,1,25,6,2,6,17,0,0,No
38,Non-Travel,1442,Sales,8,4,93,14880,11904,Sales Executive,16,Life Sciences ,1,38-9398457,4,Male,1,1,Married,8,Yes,No,11,2,1,80,3,36,4,4,0,19,11,4,Yes
21,Travel_Rarely,1420,Sales,22,4,125,20000,16000,Sales Executive,14,Life Sciences ,1,87-7534032,4,Male,2,4,Married,5,Yes,No,11,4,4,80,2,21,3,1,26,10,11,15,No
50,Travel_Rarely,651,Human Resources,20,1,145,23200,18560,Healthcare Representative,14,Medical,1,34-2926919,2,Male,3,4,Married,2,Yes,No,12,3,3,80,0,7,4,4,2,19,5,17,No
56,Travel_Rarely,534,Human Resources,28,3,79,12640,10112,Human Resources,14,Technical Degree,1,55-2576851,4,Female,2,1,Single,4,Yes,No,13,2,2,80,1,24,5,1,40,20,2,10,Yes
28,Travel_Rarely,266,Research & DevelopMaleent,2,5,137,21920,17536,Manufacturing Director,14,Other,1,59-6528721,3,Male,2,3,Married,0,Yes,No,12,2,2,80,2,21,5,1,8,1,4,0,Yes
47,Travel_Femalerequently,1218,Human Resources,37,2,60,9600,7680,Sales Representative,12,Medical,1,59-2338501,2,Female,1,4,Single,6,Yes,No,19,2,3,80,0,23,6,2,3,3,10,6,Yes
49,Travel_Femalerequently,1044,Research & DevelopMaleent,18,3,86,13760,11008,Sales Executive,16,Medical,1,53-3434305,1,Female,2,2,Single,1,Yes,No,18,1,3,80,1,33,0,3,28,7,7,0,No
58,Non-Travel,325,Human Resources,48,2,142,22720,18176,Research Scientist,18,Medical,1,81-8241146,3,Female,1,3,Single,0,Yes,No,13,4,2,80,0,23,1,3,25,15,2,13,No
48,Travel_Rarely,111,Human Resources,33,5,107,17120,13696,Sales Executive,18,Human Resources,1,67-3025389,1,Female,4,2,Married,0,Yes,No,12,1,1,80,3,36,0,3,36,7,6,13,No
53,Non-Travel,140,Research & DevelopMaleent,45,1,66,10560,8448,Laboratory Technician,18,Sales,1,68-3611941,1,Female,4,2,Single,5,Yes,No,11,4,4,80,0,7,3,4,27,16,9,4,No
30,Travel_Rarely,816,Human Resources,22,3,96,15360,12288,Sales Representative,12,Life Sciences ,1,23-3132010,2,Male,2,4,Married,3,Yes,No,13,4,3,80,1,20,4,3,40,12,13,16,Yes
28,Travel_Femalerequently,767,Human Resources,16,3,78,12480,9984,Laboratory Technician,14,Technical Degree,1,76-1870146,2,Female,4,1,Single,4,Yes,No,22,3,3,80,2,26,3,1,29,14,3,12,Yes
27,Non-Travel,642,Sales,28,5,98,15680,12544,Sales Executive,16,Sales,1,59-9216942,4,Female,1,4,Married,1,Yes,No,18,1,1,80,2,30,2,2,25,19,1,8,No
32,Travel_Rarely,1020,Research & DevelopMaleent,41,1,149,23840,19072,Sales Representative,14,Life Sciences ,1,17-1497893,1,Female,4,2,Married,5,Yes,No,13,2,2,80,1,39,2,1,9,0,14,9,Yes
53,Non-Travel,1464,Human Resources,48,5,60,9600,7680,Manager,16,Life Sciences ,1,49-9069964,3,Male,2,3,Single,0,Yes,No,14,2,4,80,3,40,2,3,24,15,4,2,No
38,Travel_Rarely,1057,Research & DevelopMaleent,31,5,110,17600,14080,Manufacturing Director,16,Other,1,73-1175603,2,Male,1,1,Single,3,Yes,No,11,3,4,80,3,31,3,2,1,3,14,14,No
37,Travel_Rarely,376,Sales,8,5,129,20640,16512,Manager,16,Technical Degree,1,37-3130569,2,Male,1,3,Single,3,Yes,No,20,3,3,80,2,8,1,3,27,17,5,1,Yes
32,Non-Travel,120,Research & DevelopMaleent,46,3,48,7680,6144,Laboratory Technician,18,Medical,1,91-7343357,1,Male,2,1,Single,0,Yes,No,17,4,3,80,1,21,3,4,29,10,10,8,No
51,Travel_Femalerequently,1234,Research & DevelopMaleent,46,1,142,22720,18176,Laboratory Technician,16,Life Sciences ,1,96-5593418,3,Female,4,4,Single,0,Yes,No,12,1,4,80,0,27,2,3,23,19,10,17,No
60,Non-Travel,1171,Research & DevelopMaleent,31,3,60,9600,7680,Manufacturing Director,16,Other,1,22-8006222,2,Male,3,1,Single,8,Yes,No,21,3,3,80,1,22,1,4,13,4,12,17,No
49,Travel_Femalerequently,791,Sales,10,5,115,18400,14720,Research Director,20,Sales,1,16-6758307,4,Female,3,3,Single,3,Yes,No,13,3,4,80,2,37,2,3,25,12,15,6,No
29,Travel_Rarely,1011,Human Resources,22,2,81,12960,10368,Research Director,20,Other,1,02-2980490,2,Female,4,3,Single,5,Yes,No,19,3,3,80,1,17,6,3,28,9,14,11,No
55,Non-Travel,629,Research & DevelopMaleent,42,3,94,15040,12032,Human Resources,14,Sales,1,08-5641962,2,Male,4,3,Single,6,Yes,No,13,3,2,80,1,31,5,2,10,16,0,9,Yes
18,Travel_Femalerequently,103,Research & DevelopMaleent,34,3,33,5280,4224,Laboratory Technician,16,Technical Degree,1,17-6179784,3,Male,2,4,Married,4,Yes,No,16,2,2,80,1,12,6,2,5,13,0,0,Yes
