Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32,Travel_Rarely,1089,Research & Development,7,2,79,22845,4883,Laboratory Technician,2,Life Sciences,1,1309,4,Maleale,3,3,Married,1,Y,No,18,1,3,80,1,10,3,3,10,4,1,1,Yes
39,Travel_Rarely,360,Research & Development,23,1,93,22154,3904,Research Scientist,3,Medical,1,1310,3,Maleale,3,1,Single,0,Y,No,13,1,3,80,0,6,2,3,5,2,0,3,Yes
30,Travel_Rarely,1138,Research & Development,6,2,48,23631,4627,Laboratory Technician,3,Technical Degree,1,1311,1,Femaleemale,2,4,Married,0,Y,No,12,1,3,80,1,10,6,3,9,2,6,7,No
36,Travel_Rarely,325,Research & Development,10,3,63,5747,7094,Healthcare Representative,4,Technical Degree,1,1312,4,Femaleemale,3,3,Married,3,Y,No,12,1,3,80,0,10,0,3,7,7,1,7,No
46,Travel_Rarely,991,Human Resources,1,1,44,22957,3423,Human Resources,2,Life Sciences,1,1314,4,Femaleemale,3,1,Single,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,No
28,Non-Travel,1476,Research & Development,1,2,55,16392,6674,Laboratory Technician,3,Life Sciences,1,1315,3,Femaleemale,1,4,Married,0,Y,No,11,1,3,80,3,10,6,3,9,8,7,5,No
50,Travel_Rarely,1322,Research & Development,28,4,43,22422,16880,Research Director,3,Life Sciences,1,1317,4,Femaleemale,3,1,Married,4,Y,Yes,11,2,3,80,0,25,2,3,3,2,1,2,No
40,Travel_Rarely,299,Sales,25,3,57,17235,9094,Sales Executive,4,Marketing,1,1318,4,Maleale,2,2,Single,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,Yes
52,Travel_Rarely,1030,Sales,5,3,64,21534,8446,Sales Executive,3,Life Sciences,1,1319,2,Maleale,3,2,Single,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,Yes
30,Travel_Rarely,634,Research & Development,17,3,95,25927,11916,Manager,4,Medical,1,1321,2,Femaleemale,3,1,Married,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,No
39,Travel_Rarely,524,Research & Development,18,2,32,13352,4534,Manufacturing Director,2,Life Sciences,1,1322,1,Maleale,3,3,Single,0,Y,No,11,1,3,80,0,9,6,3,8,7,1,7,No
31,Non-Travel,587,Sales,2,3,57,8935,9852,Sales Executive,4,Life Sciences,1,1324,4,Femaleemale,3,3,Divorced,1,Y,Yes,19,1,3,80,1,10,5,2,10,8,9,6,No
41,Non-Travel,256,Sales,10,2,40,22074,6151,Sales Executive,2,Medical,1,1329,3,Maleale,1,2,Single,1,Y,No,13,1,3,80,0,19,4,3,19,2,11,9,No
31,Travel_Frequently,1060,Sales,1,1,54,8319,2302,Sales Representative,3,Life Sciences,1,1331,4,Femaleemale,3,2,Single,1,Y,Yes,11,1,3,80,0,3,2,4,3,2,2,2,Yes
44,Travel_Rarely,935,Research & Development,3,1,89,14669,2362,Laboratory Technician,3,Life Sciences,1,1333,1,Maleale,3,1,Married,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2,Yes
42,Non-Travel,495,Research & Development,2,4,37,26582,17861,Manager,1,Life Sciences,1,1334,3,Maleale,3,3,Married,0,Y,Yes,13,4,3,80,0,21,3,2,20,8,2,10,No
55,Travel_Rarely,282,Research & Development,2,5,58,6992,19187,Manager,2,Medical,1,1336,4,Femaleemale,1,3,Married,4,Y,No,14,4,3,80,1,23,5,3,19,9,9,11,No
56,Travel_Rarely,206,Human Resources,8,5,99,4022,19717,Manager,4,Life Sciences,1,1338,4,Maleale,3,2,Single,6,Y,No,14,1,3,80,0,36,4,3,7,3,7,7,No
40,Non-Travel,458,Research & Development,16,1,74,8532,3544,Research Scientist,2,Life Sciences,1,1340,3,Maleale,3,3,Divorced,9,Y,No,16,2,3,80,1,6,0,3,4,2,0,0,No
34,Travel_Rarely,943,Research & Development,9,3,86,5494,8500,Healthcare Representative,3,Life Sciences,1,1344,4,Maleale,3,4,Divorced,0,Y,No,11,4,3,80,1,10,0,2,9,7,1,6,No
40,Travel_Rarely,523,Research & Development,2,2,98,22455,4661,Research Scientist,3,Life Sciences,1,1346,3,Maleale,3,4,Single,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,No
41,Travel_Frequently,1018,Sales,1,2,66,4297,4103,Sales Executive,3,Marketing,1,1349,3,Femaleemale,3,1,Divorced,0,Y,No,17,4,3,80,1,10,2,3,9,3,1,7,No
35,Travel_Frequently,482,Research & Development,4,2,87,2690,4249,Research Scientist,4,Life Sciences,1,1350,3,Maleale,3,3,Single,1,Y,Yes,11,2,3,80,0,9,3,3,9,6,1,1,No
51,Travel_Rarely,770,Human Resources,5,4,84,17588,14026,Manager,3,Life Sciences,1,1352,3,Maleale,3,2,Divorced,1,Y,Yes,11,2,3,80,1,33,2,3,33,9,0,10,No
38,Travel_Rarely,1009,Sales,2,2,31,19461,6893,Sales Executive,2,Life Sciences,1,1355,2,Femaleemale,3,1,Divorced,3,Y,No,15,4,3,80,1,11,3,3,7,7,1,7,No
34,Travel_Rarely,507,Sales,15,2,66,23553,6125,Sales Executive,2,Medical,1,1356,3,Femaleemale,3,1,Single,1,Y,No,12,4,3,80,0,10,6,4,10,8,9,6,No
25,Travel_Rarely,882,Research & Development,19,1,67,9075,3669,Laboratory Technician,1,Medical,1,1358,4,Maleale,3,4,Married,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2,No
58,Travel_Rarely,601,Research & Development,7,3,53,12023,10008,Manufacturing Director,4,Medical,1,1360,3,Femaleemale,2,1,Married,7,Y,Yes,14,4,3,80,0,31,0,2,10,9,5,9,Yes
40,Travel_Rarely,329,Research & Development,1,1,88,6762,2387,Laboratory Technician,4,Life Sciences,1,1361,2,Maleale,3,2,Married,3,Y,No,22,3,4,80,1,7,3,3,4,2,0,3,No
36,Travel_Frequently,607,Sales,7,2,83,2261,4639,Sales Executive,3,Marketing,1,1362,1,Femaleemale,4,1,Married,2,Y,No,16,4,3,80,1,17,2,2,15,7,6,13,No
48,Travel_Rarely,855,Research & Development,4,3,54,18706,7898,Manufacturing Director,3,Life Sciences,1,1363,4,Maleale,3,4,Single,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,No
27,Travel_Rarely,1291,Sales,11,1,98,6527,2534,Sales Representative,3,Medical,1,1364,3,Femaleemale,4,4,Married,8,Y,No,14,2,3,80,1,5,4,3,1,0,0,0,No
51,Travel_Rarely,1405,Research & Development,11,4,82,24439,13142,Manufacturing Director,2,Technical Degree,1,1367,4,Femaleemale,2,2,Single,3,Y,No,16,2,3,80,0,29,1,2,5,2,0,3,No
18,Non-Travel,1124,Research & Development,1,1,97,19305,1611,Laboratory Technician,3,Life Sciences,1,1368,4,Femaleemale,3,4,Single,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0,No
35,Travel_Rarely,817,Research & Development,1,2,60,10846,5363,Laboratory Technician,3,Medical,1,1369,4,Femaleemale,2,4,Married,0,Y,No,12,2,3,80,1,10,0,3,9,7,0,0,No
27,Travel_Frequently,793,Sales,2,2,43,20392,5071,Sales Executive,1,Life Sciences,1,1371,4,Maleale,1,4,Single,3,Y,No,20,2,4,80,0,8,3,3,6,2,0,0,No
55,Travel_Rarely,267,Sales,13,4,85,9277,13695,Sales Executive,4,Marketing,1,1372,1,Maleale,4,3,Single,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,Yes
56,Travel_Rarely,1369,Research & Development,23,4,68,18235,13402,Manufacturing Director,3,Life Sciences,1,1373,4,Maleale,3,2,Married,4,Y,Yes,12,1,3,80,1,33,0,3,19,16,15,9,No
34,Non-Travel,999,Research & Development,26,1,92,15891,2029,Research Scientist,1,Technical Degree,1,1374,1,Femaleemale,2,3,Divorced,1,Y,No,20,3,4,80,3,5,2,3,5,4,0,0,No
40,Travel_Rarely,1202,Research & Development,2,2,89,13888,6377,Healthcare Representative,1,Medical,1,1375,2,Femaleemale,4,3,Divorced,5,Y,No,20,2,4,80,3,15,0,3,12,11,11,8,No
34,Travel_Rarely,285,Research & Development,29,2,86,17491,5429,Laboratory Technician,3,Medical,1,1377,2,Maleale,3,3,Married,4,Y,No,13,1,3,80,2,10,1,3,8,7,7,7,No
31,Travel_Frequently,703,Sales,2,1,90,11882,2785,Sales Representative,3,Life Sciences,1,1379,3,Femaleemale,2,4,Single,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,Yes
35,Travel_Frequently,662,Sales,18,2,67,23288,4614,Sales Executive,4,Marketing,1,1380,4,Femaleemale,3,3,Married,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,Yes
38,Travel_Frequently,693,Research & Development,7,1,57,15748,2610,Research Scientist,3,Life Sciences,1,1382,4,Maleale,4,3,Divorced,1,Y,No,11,4,3,80,3,4,2,3,4,2,0,3,No
34,Travel_Rarely,404,Research & Development,2,2,98,6163,6687,Healthcare Representative,4,Technical Degree,1,1383,3,Femaleemale,3,4,Single,1,Y,No,11,4,3,80,0,14,2,4,14,11,4,11,No
28,Travel_Rarely,736,Sales,26,2,48,24232,4724,Sales Executive,3,Life Sciences,1,1387,3,Maleale,2,1,Married,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,No
31,Travel_Rarely,330,Research & Development,22,2,98,21057,6179,Manufacturing Director,4,Medical,1,1389,4,Maleale,3,3,Married,1,Y,Yes,15,4,3,80,2,10,3,2,10,2,6,7,Yes
39,Travel_Rarely,1498,Sales,21,2,44,3567,6120,Sales Executive,4,Life Sciences,1,1390,1,Maleale,2,4,Married,3,Y,Yes,12,4,3,80,2,8,2,4,5,4,1,4,No
51,Travel_Frequently,541,Sales,2,3,52,15395,10596,Sales Executive,3,Marketing,1,1391,2,Maleale,3,2,Married,2,Y,No,11,2,3,80,0,14,5,3,4,2,3,2,No
41,Travel_Frequently,1200,Research & Development,22,2,75,13953,5467,Research Scientist,3,Life Sciences,1,1392,4,Femaleemale,3,4,Divorced,3,Y,Yes,14,1,3,80,2,12,4,2,6,2,3,3,No
37,Travel_Rarely,1439,Research & Development,4,1,54,5182,2996,Research Scientist,1,Life Sciences,1,1394,3,Maleale,3,3,Married,7,Y,Yes,15,4,3,80,0,8,2,3,6,4,1,3,No
33,Travel_Frequently,1111,Sales,5,2,61,19293,9998,Sales Executive,1,Life Sciences,1,1395,2,Maleale,3,4,Married,6,Y,No,13,1,3,80,0,8,2,4,5,4,1,2,No
32,Travel_Rarely,499,Sales,2,2,36,20497,4078,Sales Executive,1,Marketing,1,1396,3,Maleale,3,2,Married,0,Y,Yes,13,1,3,80,3,4,3,2,3,2,1,2,No
39,Non-Travel,1485,Research & Development,25,3,71,3449,10920,Healthcare Representative,2,Life Sciences,1,1397,3,Maleale,3,3,Married,3,Y,No,21,2,4,80,1,13,2,3,6,4,0,5,No
25,Travel_Rarely,1372,Sales,18,2,93,12477,6232,Sales Executive,1,Life Sciences,1,1399,1,Maleale,4,3,Married,2,Y,No,11,2,3,80,0,6,3,2,3,2,1,2,No
52,Travel_Frequently,322,Research & Development,28,4,59,9731,13247,Manufacturing Director,2,Medical,1,1401,4,Femaleemale,4,3,Married,2,Y,Yes,11,2,3,80,1,24,3,2,5,3,0,2,No
43,Travel_Rarely,930,Research & Development,6,2,73,20003,4081,Research Scientist,3,Medical,1,1402,1,Femaleemale,2,3,Single,1,Y,Yes,14,1,3,80,0,20,3,1,20,7,1,8,No
27,Travel_Rarely,205,Sales,10,2,98,7100,5769,Sales Executive,3,Marketing,1,1403,4,Femaleemale,2,4,Married,1,Y,Yes,11,4,3,80,0,6,3,3,6,2,4,4,No
27,Travel_Rarely,135,Research & Development,17,1,51,25681,2394,Research Scientist,4,Life Sciences,1,1405,4,Femaleemale,3,3,Single,1,Y,Yes,13,4,3,80,0,8,2,3,8,2,7,7,Yes
26,Travel_Rarely,683,Research & Development,2,1,36,4050,3904,Research Scientist,1,Medical,1,1407,1,Maleale,2,4,Single,0,Y,No,12,4,3,80,0,5,2,3,4,3,1,1,No
42,Travel_Rarely,1147,Human Resources,10,4,31,16616,16799,Manager,3,Human Resources,1,1408,3,Femaleemale,3,1,Married,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,No
52,Travel_Rarely,258,Research & Development,8,1,54,17363,2950,Laboratory Technician,4,Other,1,1409,3,Femaleemale,3,1,Married,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,No
37,Travel_Rarely,1462,Research & Development,11,1,94,19106,3629,Laboratory Technician,3,Medical,1,1411,1,Femaleemale,3,3,Single,4,Y,No,18,1,3,80,0,8,6,3,3,2,0,2,No
35,Travel_Frequently,200,Research & Development,18,3,60,19944,9362,Manufacturing Director,2,Life Sciences,1,1412,3,Maleale,3,4,Single,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,No
25,Travel_Rarely,949,Research & Development,1,1,81,4910,3229,Laboratory Technician,3,Technical Degree,1,1415,1,Maleale,3,4,Married,4,Y,No,11,2,3,80,1,7,2,2,3,2,0,2,No
26,Travel_Rarely,652,Research & Development,7,1,100,23577,3578,Laboratory Technician,3,Other,1,1417,3,Maleale,4,1,Single,0,Y,No,12,4,3,80,0,8,2,3,7,7,0,7,No
29,Travel_Rarely,332,Human Resources,17,3,51,9769,7988,Human Resources,3,Other,1,1419,2,Maleale,2,1,Single,1,Y,No,13,1,3,80,0,10,3,2,10,9,0,9,No
49,Travel_Frequently,1475,Research & Development,28,2,97,22710,4284,Laboratory Technician,2,Life Sciences,1,1420,1,Maleale,2,1,Single,3,Y,No,20,1,4,80,0,20,2,3,4,3,1,3,Yes
29,Travel_Frequently,337,Research & Development,14,3,84,22930,7553,Healthcare Representative,1,Other,1,1421,3,Femaleemale,3,4,Single,0,Y,Yes,12,1,3,80,0,9,1,3,8,7,7,7,Yes
54,Travel_Rarely,971,Research & Development,1,4,54,5652,17328,Research Director,3,Medical,1,1422,4,Femaleemale,3,4,Single,6,Y,No,19,4,3,80,0,29,3,2,20,7,12,7,No
58,Travel_Rarely,1055,Research & Development,1,5,76,22456,19701,Research Director,3,Medical,1,1423,4,Femaleemale,3,1,Married,3,Y,Yes,21,3,4,80,1,32,3,3,9,8,1,5,No
55,Travel_Rarely,1136,Research & Development,1,4,81,12414,14732,Research Director,4,Medical,1,1424,2,Maleale,4,4,Divorced,2,Y,No,13,4,3,80,2,31,4,4,7,7,0,0,No
36,Travel_Rarely,1174,Sales,3,2,99,20763,9278,Sales Executive,4,Marketing,1,1425,1,Femaleemale,3,2,Single,3,Y,Yes,16,4,3,80,0,15,3,3,5,4,0,1,No
31,Travel_Frequently,667,Sales,1,1,50,16154,1359,Sales Representative,4,Life Sciences,1,1427,2,Femaleemale,1,3,Single,1,Y,No,12,2,3,80,0,1,3,3,1,0,0,0,Yes
30,Travel_Rarely,855,Sales,7,2,73,12761,4779,Sales Executive,4,Marketing,1,1428,4,Femaleemale,3,1,Divorced,7,Y,No,14,2,3,80,2,8,3,3,3,2,0,2,No
31,Travel_Rarely,182,Research & Development,8,4,93,8847,16422,Research Director,5,Life Sciences,1,1430,1,Femaleemale,3,2,Single,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,No
34,Travel_Frequently,560,Research & Development,1,1,91,20284,2996,Research Scientist,4,Other,1,1431,4,Maleale,3,1,Divorced,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,No
31,Travel_Rarely,202,Research & Development,8,1,34,22262,1261,Research Scientist,3,Life Sciences,1,1433,1,Femaleemale,2,2,Single,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Yes
27,Travel_Rarely,1377,Research & Development,11,1,91,7679,2099,Laboratory Technician,1,Life Sciences,1,1434,2,Maleale,3,1,Married,0,Y,No,14,2,3,80,0,6,3,4,5,0,1,4,No
36,Travel_Rarely,172,Research & Development,4,2,37,22604,5810,Laboratory Technician,4,Life Sciences,1,1435,1,Maleale,2,4,Single,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,No
36,Travel_Rarely,329,Sales,16,2,98,13494,5647,Sales Executive,4,Marketing,1,1436,3,Femaleemale,2,1,Married,4,Y,No,13,1,3,80,2,11,3,2,3,2,0,2,No
47,Travel_Rarely,465,Research & Development,1,1,74,10205,3420,Research Scientist,3,Technical Degree,1,1438,1,Maleale,3,4,Married,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2,No
25,Travel_Rarely,383,Sales,9,1,68,15182,4400,Sales Representative,2,Life Sciences,1,1439,1,Maleale,2,1,Married,3,Y,No,12,1,3,80,0,6,2,3,3,2,2,2,Yes
37,Non-Travel,1413,Research & Development,5,1,84,25470,3500,Laboratory Technician,2,Technical Degree,1,1440,3,Maleale,4,3,Single,0,Y,No,14,1,3,80,0,7,2,1,6,5,1,3,No
56,Travel_Rarely,1255,Research & Development,1,1,90,10494,2066,Research Scientist,2,Life Sciences,1,1441,1,Femaleemale,3,1,Married,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,No
47,Travel_Rarely,359,Research & Development,2,4,82,26703,17169,Research Director,4,Medical,1,1443,1,Femaleemale,3,3,Married,3,Y,No,19,2,3,80,2,26,2,4,20,17,5,6,No
24,Travel_Rarely,1476,Sales,4,2,42,15211,4162,Sales Executive,1,Medical,1,1445,4,Femaleemale,3,3,Married,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,No
32,Travel_Rarely,601,Sales,7,2,97,23343,9204,Sales Executive,5,Marketing,1,1446,4,Maleale,3,4,Married,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,No
34,Travel_Rarely,401,Research & Development,1,1,86,3708,3294,Laboratory Technician,3,Life Sciences,1,1447,4,Femaleemale,2,2,Married,5,Y,No,17,1,3,80,1,7,2,2,5,4,0,2,No
41,Travel_Rarely,1283,Research & Development,5,1,90,5561,2127,Research Scientist,5,Medical,1,1448,2,Maleale,4,3,Married,2,Y,Yes,12,1,3,80,0,7,5,2,4,2,0,3,No
40,Non-Travel,663,Research & Development,9,2,81,23099,3975,Laboratory Technician,4,Other,1,1449,3,Maleale,3,3,Divorced,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7,No
31,Travel_Rarely,326,Sales,8,3,31,8386,10793,Sales Executive,2,Life Sciences,1,1453,1,Maleale,3,4,Divorced,1,Y,No,18,1,3,80,1,13,5,3,13,7,9,9,No
46,Travel_Rarely,377,Sales,9,3,52,15986,10096,Sales Executive,3,Marketing,1,1457,1,Maleale,3,4,Divorced,4,Y,No,11,1,3,80,1,28,1,4,7,7,4,3,Yes
39,Non-Travel,592,Research & Development,2,1,54,17181,3646,Laboratory Technician,3,Life Sciences,1,1458,1,Femaleemale,2,1,Single,2,Y,Yes,23,2,4,80,0,11,2,4,1,0,0,0,Yes
31,Travel_Frequently,1445,Research & Development,1,3,100,8931,7446,Manufacturing Director,5,Life Sciences,1,1459,3,Femaleemale,4,2,Single,1,Y,No,11,1,3,80,0,10,2,3,10,8,4,7,Yes
45,Travel_Rarely,1038,Research & Development,20,3,95,19863,10851,Healthcare Representative,3,Medical,1,1460,2,Maleale,1,1,Divorced,2,Y,Yes,18,2,3,80,1,24,2,3,7,7,0,7,No
31,Travel_Rarely,1398,Human Resources,8,1,96,24609,2109,Human Resources,2,Medical,1,1461,4,Femaleemale,4,2,Single,9,Y,No,18,4,3,80,0,8,3,3,3,2,0,2,No
31,Travel_Frequently,523,Research & Development,2,1,94,21081,3722,Laboratory Technician,3,Life Sciences,1,1464,2,Maleale,3,4,Married,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Yes
45,Travel_Rarely,1448,Research & Development,29,3,55,14720,9380,Manufacturing Director,3,Technical Degree,1,1465,2,Maleale,3,4,Married,4,Y,Yes,18,4,3,80,2,10,4,4,3,1,1,2,No
48,Travel_Rarely,1221,Sales,7,2,96,24795,5486,Sales Executive,3,Marketing,1,1466,3,Maleale,3,1,Divorced,4,Y,No,11,1,3,80,3,15,3,3,2,2,2,2,No
34,Travel_Rarely,1107,Human Resources,9,1,52,3072,2742,Human Resources,4,Technical Degree,1,1467,1,Femaleemale,3,3,Married,1,Y,No,15,4,3,80,0,2,0,3,2,2,2,2,Yes
40,Non-Travel,218,Research & Development,8,3,55,25178,13757,Research Director,1,Medical,1,1468,4,Maleale,2,2,Divorced,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,No
28,Travel_Rarely,866,Sales,5,2,84,23490,8463,Sales Executive,3,Medical,1,1469,4,Maleale,3,1,Single,0,Y,No,18,4,3,80,0,6,4,3,5,4,1,3,No
44,Non-Travel,981,Research & Development,5,1,90,7973,3162,Laboratory Technician,3,Life Sciences,1,1471,3,Maleale,2,3,Single,3,Y,No,14,4,3,80,0,7,5,3,5,2,0,3,No
53,Travel_Rarely,447,Research & Development,2,4,39,19764,16598,Research Director,3,Medical,1,1472,4,Maleale,4,2,Single,4,Y,No,12,2,3,80,0,35,2,2,9,8,8,8,No
49,Travel_Rarely,1495,Research & Development,5,2,96,21534,6651,Healthcare Representative,4,Technical Degree,1,1473,1,Maleale,3,3,Married,2,Y,No,14,2,3,80,1,20,0,2,3,2,1,2,No
40,Travel_Rarely,896,Research & Development,2,1,68,8045,2345,Research Scientist,3,Medical,1,1474,3,Maleale,3,3,Divorced,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,No
44,Travel_Rarely,1467,Research & Development,20,1,49,21158,3420,Research Scientist,3,Life Sciences,1,1475,4,Maleale,3,2,Single,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,No
33,Travel_Frequently,430,Sales,7,2,54,17456,4373,Sales Executive,3,Medical,1,1477,4,Maleale,3,1,Married,0,Y,No,14,1,3,80,2,5,2,3,4,3,0,3,No
34,Travel_Rarely,1326,Sales,3,2,81,15891,4759,Sales Executive,3,Other,1,1478,4,Maleale,1,1,Single,3,Y,No,18,4,3,80,0,15,2,3,13,9,3,12,No
30,Travel_Rarely,1358,Sales,16,2,96,2939,5301,Sales Executive,1,Life Sciences,1,1479,4,Maleale,3,3,Married,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2,No
42,Travel_Frequently,748,Research & Development,9,1,74,16458,3673,Laboratory Technician,2,Medical,1,1480,1,Femaleemale,3,4,Single,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8,No
44,Travel_Frequently,383,Sales,1,2,79,9282,4768,Sales Executive,5,Marketing,1,1481,1,Femaleemale,3,3,Married,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0,No
30,Non-Travel,990,Research & Development,7,1,64,7152,1274,Research Scientist,3,Technical Degree,1,1482,3,Maleale,3,3,Divorced,1,Y,No,13,2,3,80,2,1,2,2,1,0,0,0,No
57,Travel_Rarely,405,Research & Development,1,2,93,2721,4900,Research Scientist,2,Life Sciences,1,1483,2,Maleale,4,3,Married,0,Y,No,24,1,4,80,1,13,2,2,12,9,2,8,No
49,Travel_Rarely,1490,Research & Development,7,3,35,20948,10466,Healthcare Representative,4,Life Sciences,1,1484,3,Maleale,3,2,Divorced,3,Y,No,14,2,3,80,2,29,3,3,8,7,0,7,No
34,Travel_Frequently,829,Research & Development,15,4,71,11929,17007,Research Director,3,Medical,1,1485,2,Maleale,3,1,Divorced,7,Y,No,14,4,3,80,2,16,3,2,14,8,6,9,No
28,Travel_Frequently,1496,Sales,1,1,92,15747,2909,Sales Representative,3,Technical Degree,1,1486,1,Maleale,3,3,Married,3,Y,No,15,4,3,80,1,5,3,4,3,2,1,2,Yes
29,Travel_Frequently,115,Sales,13,2,51,17485,5765,Sales Executive,3,Technical Degree,1,1487,1,Femaleemale,3,2,Single,5,Y,No,11,1,3,80,0,7,4,1,5,3,0,0,Yes
34,Travel_Rarely,790,Sales,24,2,40,7815,4599,Sales Executive,4,Medical,1,1489,1,Femaleemale,2,2,Single,0,Y,Yes,23,3,4,80,0,16,2,4,15,9,10,10,Yes
35,Travel_Rarely,660,Sales,7,1,76,16192,2404,Sales Representative,1,Life Sciences,1,1492,4,Maleale,3,3,Married,1,Y,No,13,1,3,80,1,1,3,3,1,0,0,0,No
24,Travel_Frequently,381,Research & Development,9,1,89,16998,3172,Laboratory Technician,3,Medical,1,1494,2,Maleale,3,1,Single,2,Y,Yes,11,3,3,80,0,4,2,2,0,0,0,0,Yes
24,Non-Travel,830,Sales,13,1,78,7103,2033,Sales Representative,2,Life Sciences,1,1495,4,Femaleemale,3,2,Married,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,No
44,Travel_Frequently,1193,Research & Development,2,3,86,19719,10209,Manufacturing Director,1,Medical,1,1496,2,Maleale,3,3,Single,5,Y,Yes,18,2,3,80,0,16,2,2,2,2,2,2,No
29,Travel_Rarely,1246,Sales,19,2,77,23757,8620,Sales Executive,3,Life Sciences,1,1497,3,Maleale,2,3,Divorced,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4,No
30,Travel_Rarely,330,Human Resources,1,1,46,15428,2064,Human Resources,3,Life Sciences,1,1499,3,Maleale,3,3,Divorced,0,Y,No,21,1,4,80,1,6,3,4,5,3,1,3,No
55,Travel_Rarely,1229,Research & Development,4,2,30,16143,4035,Healthcare Representative,4,Life Sciences,1,1501,4,Maleale,3,3,Married,0,Y,Yes,16,2,3,80,0,4,2,3,3,2,1,2,No
33,Travel_Rarely,1099,Research & Development,4,1,82,8192,3838,Laboratory Technician,4,Medical,1,1502,1,Femaleemale,2,2,Married,8,Y,No,11,4,3,80,0,8,5,3,5,4,0,2,No
47,Travel_Rarely,571,Sales,14,2,78,24200,4591,Sales Executive,3,Medical,1,1503,3,Femaleemale,3,3,Married,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2,No
28,Travel_Frequently,289,Research & Development,2,1,38,5355,2561,Laboratory Technician,2,Medical,1,1504,3,Maleale,2,1,Single,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0,Yes
28,Travel_Rarely,1423,Research & Development,1,1,72,12530,1563,Research Scientist,3,Life Sciences,1,1506,1,Maleale,2,3,Divorced,1,Y,No,14,4,3,80,1,1,2,1,1,0,0,0,No
28,Travel_Frequently,467,Sales,7,2,55,11827,4898,Sales Executive,3,Life Sciences,1,1507,3,Maleale,3,1,Single,0,Y,No,14,4,3,80,0,5,5,3,4,2,1,3,No
49,Travel_Rarely,271,Research & Development,3,2,43,23070,4789,Laboratory Technician,2,Medical,1,1509,3,Femaleemale,2,1,Married,4,Y,No,25,1,4,80,1,10,3,3,3,2,1,2,No
29,Travel_Frequently,410,Research & Development,2,1,97,4668,3180,Laboratory Technician,1,Life Sciences,1,1513,4,Femaleemale,3,2,Married,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2,No
28,Travel_Rarely,1083,Research & Development,29,2,96,3173,6549,Manufacturing Director,1,Life Sciences,1,1514,3,Maleale,1,2,Married,1,Y,No,14,2,3,80,2,8,2,2,8,6,1,7,No
33,Travel_Rarely,516,Research & Development,8,2,69,22049,6388,Healthcare Representative,5,Life Sciences,1,1515,4,Maleale,3,3,Single,2,Y,Yes,17,1,3,80,0,14,6,3,0,0,0,0,No
32,Travel_Rarely,495,Research & Development,10,3,64,21072,11244,Manager,3,Medical,1,1516,3,Maleale,3,4,Single,2,Y,No,25,2,4,80,0,10,5,4,5,2,0,0,No
